rank,feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,max_activation,position,position_percent,token_text,context,encoder_base_contribution,encoder_finetuned_contribution
56,5422,bigcodebench,BigCodeBench/748,748,deepseek_base,165,same_text__bigcodebench__task_0748__gen_00__BigCodeBench_748.npz,True,both_fail,52.476192474365234,136,82.42424242424242,test,"Frame does not contain required columns {e}"")\n        return pd.DataFrame()\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import",25.15279197692871,27.330059051513672
57,5422,bigcodebench,BigCodeBench/726,726,deepseek_base,172,same_text__bigcodebench__task_0726__gen_00__BigCodeBench_726.npz,True,both_fail,52.46685791015625,151,87.79069767441861,test," different English words\n    return random.sample(set(english_words), n)\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\n",25.2381591796875,27.235334396362305
58,5422,bigcodebench,BigCodeBench/207,207,deepseek_base,269,same_text__bigcodebench__task_0207__gen_00__BigCodeBench_207.npz,True,both_fail,52.45562744140625,86,31.970260223048328,test,)\n\n    # Return the response data in JSON format\n    return response.json()\n\n#tests/test_task_func.py\nimport unittest\nfrom unittest.mock import patch\nimport requests\n,24.799468994140625,27.662809371948242
59,5422,bigcodebench,BigCodeBench/569,569,deepseek_base,447,same_text__bigcodebench__task_0569__gen_00__BigCodeBench_569.npz,True,both_fail,52.44351577758789,213,47.651006711409394,test,"_args,\n        'lambda_in_defaults': lambda_count\n    }\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",25.312925338745117,27.137208938598633
60,5422,bigcodebench,BigCodeBench/508,508,deepseek_base,512,same_text__bigcodebench__task_0508__gen_00__BigCodeBench_508.npz,True,improvement,52.437442779541016,157,30.6640625,test,()\n\n    # Compare the MD5 hashes\n    return hash1 == hash2\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport tempfile\nimport shutil\nfrom,24.88605308532715,27.557998657226562
1,14295,bigcodebench,BigCodeBench/931,931,deepseek_base,293,same_text__bigcodebench__task_0931__gen_00__BigCodeBench_931.npz,True,improvement,27.478742599487305,189,64.50511945392492,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        self.assertEqual(task_func(',11.768610000610352,15.718235969543457
2,14295,bigcodebench,BigCodeBench/932,932,deepseek_base,513,same_text__bigcodebench__task_0932__gen_00__BigCodeBench_932.npz,True,improvement,26.702394485473633,217,42.30019493177388,un,func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_empty_string(self):\n        self.assertEqual(task_,11.754687309265137,14.955791473388672
3,14295,bigcodebench,BigCodeBench/23,23,deepseek_base,500,same_text__bigcodebench__task_0023__gen_00__BigCodeBench_23.npz,True,both_fail,25.874835968017578,184,36.8,un,func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def test_task_func(self):\n        # Test case 1,12.354907989501953,13.528035163879395
4,14295,bigcodebench,BigCodeBench/934,934,deepseek_base,244,same_text__bigcodebench__task_0934__gen_00__BigCodeBench_934.npz,True,both_fail,25.856983184814453,140,57.377049180327866,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        self.assertEqual(task_func(',10.92988109588623,14.935208320617676
5,14295,bigcodebench,BigCodeBench/668,668,deepseek_base,484,same_text__bigcodebench__task_0668__gen_00__BigCodeBench_668.npz,True,improvement,25.11664581298828,210,43.388429752066116,):,"func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        self.assertEqual(task_func({'a': 1, 'b': 2, 'c",11.860071182250977,13.264677047729492
6,14295,bigcodebench,BigCodeBench/737,737,deepseek_base,302,same_text__bigcodebench__task_0737__gen_00__BigCodeBench_737.npz,True,both_fail,24.829160690307617,197,65.23178807947019,):,"func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1\n        L = [[1, 2, 3], [4, ",11.339924812316895,13.497354507446289
7,14295,bigcodebench,BigCodeBench/845,845,deepseek_base,495,same_text__bigcodebench__task_0845__gen_00__BigCodeBench_845.npz,True,improvement,23.92605209350586,300,60.60606060606061,est,"py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_similar_texts(self):\n        text1 = ""Hello, World",10.727432250976562,13.206704139709473
8,14295,bigcodebench,BigCodeBench/666,666,deepseek_base,371,same_text__bigcodebench__task_0666__gen_00__BigCodeBench_666.npz,True,improvement,23.70649528503418,236,63.61185983827493,):,func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: Simple case\n        seq = 'abc'\n        letter_weight_,10.107105255126953,13.607507705688477
9,14295,bigcodebench,BigCodeBench/670,670,deepseek_base,286,same_text__bigcodebench__task_0670__gen_00__BigCodeBench_670.npz,True,both_fail,23.637332916259766,174,60.83916083916084,):,"func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1\n        x = 'c'\n        w = {'a': 1,",10.1443510055542,13.501082420349121
10,14295,humanevalplus,HumanEval/140,140,deepseek_base,176,same_text__humanevalplus__task_0140__gen_00__HumanEval_140.npz,True,both_fail,23.635658264160156,109,61.93181818181818,"(""","TestCase):\n    def test_fix_spaces(self):\n        self.assertEqual(fix_spaces(""Example""), ""Example"")\n        self.assertEqual(fix_spaces(""Example 1""), ""Example_1",10.47659969329834,13.167154312133789
11,14295,bigcodebench,BigCodeBench/841,841,deepseek_base,229,same_text__bigcodebench__task_0841__gen_00__BigCodeBench_841.npz,True,improvement,23.465660095214844,134,58.51528384279476,est,"_task.py\nimport unittest\nfrom task import task_func\n\nclass TestTask(unittest.TestCase):\n    def test_valid_json(self):\n        json_input = '{""text"":",10.835227966308594,12.638530731201172
12,14295,bigcodebench,BigCodeBench/937,937,deepseek_base,258,same_text__bigcodebench__task_0937__gen_00__BigCodeBench_937.npz,True,improvement,23.29397201538086,142,55.03875968992248,self," task_func\n\nclass TestTask(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: Basic test\n        input_str = ""Hello, World!""\n       ",9.665699005126953,13.636360168457031
13,14295,bigcodebench,BigCodeBench/930,930,deepseek_base,252,same_text__bigcodebench__task_0930__gen_00__BigCodeBench_930.npz,True,improvement,23.089420318603516,146,57.93650793650794,est, unittest\nimport random\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_valid_input(self):\n        random.seed(0)\n       ,10.720254898071289,12.377263069152832
14,14295,bigcodebench,BigCodeBench/275,275,deepseek_base,276,same_text__bigcodebench__task_0275__gen_00__BigCodeBench_275.npz,True,improvement,22.990175247192383,124,44.927536231884055,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_valid_input(self):\n        # Test with valid input\n        self,9.995967864990234,13.002300262451172
15,14295,bigcodebench,BigCodeBench/872,872,deepseek_base,257,same_text__bigcodebench__task_0872__gen_00__BigCodeBench_872.npz,True,both_fail,22.97021484375,174,67.70428015564202,un,test_task_func.py\nimport unittest\nimport task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_empty_input(self):\n        self.assertEqual(task_,10.073143005371094,12.905163764953613
16,14295,bigcodebench,BigCodeBench/1099,1099,deepseek_base,403,same_text__bigcodebench__task_1099__gen_00__BigCodeBench_1099.npz,True,both_fail,22.58483123779297,231,57.32009925558312,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1\n        text,10.464861869812012,12.128074645996094
17,14295,bigcodebench,BigCodeBench/818,818,deepseek_base,196,same_text__bigcodebench__task_0818__gen_00__BigCodeBench_818.npz,True,both_fail,22.547710418701172,125,63.775510204081634, =,"TestCase):\n\n    def test_task_func(self):\n        # Test case 1\n        text = ""Hello, world!""\n        expected_output = [""hello"", ""world""]\n        self.assertEqual(task",9.253540992736816,13.302265167236328
18,14295,bigcodebench,BigCodeBench/744,744,deepseek_base,483,same_text__bigcodebench__task_0744__gen_00__BigCodeBench_744.npz,True,both_fail,22.270967483520508,224,46.3768115942029, p, return df\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nfrom task_func import task_func\n\n\nclass TestTaskFunc(unittest.TestCase):,9.250414848327637,13.02865982055664
19,14295,bigcodebench,BigCodeBench/1097,1097,deepseek_base,253,same_text__bigcodebench__task_1097__gen_00__BigCodeBench_1097.npz,True,improvement,22.084938049316406,142,56.126482213438734,):,"func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: URLs, predefined stopwords, and punctuation are removed\n       ",8.69596004486084,13.397071838378906
20,14295,bigcodebench,BigCodeBench/933,933,deepseek_base,351,same_text__bigcodebench__task_0933__gen_00__BigCodeBench_933.npz,True,improvement,22.076786041259766,133,37.89173789173789,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        self.assertEqual(task_func(',9.309038162231445,12.775857925415039
21,14295,bigcodebench,BigCodeBench/332,332,deepseek_base,262,same_text__bigcodebench__task_0332__gen_00__BigCodeBench_332.npz,True,both_fail,21.945480346679688,147,56.10687022900763,est,\nimport unittest\nfrom task_func import task_func\n\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: Basic functionality,10.322603225708008,11.63097858428955
22,14295,bigcodebench,BigCodeBench/738,738,deepseek_base,500,same_text__bigcodebench__task_0738__gen_00__BigCodeBench_738.npz,True,improvement,21.851274490356445,109,21.8,):,"func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: Empty list\n        self.assertEqual(task_func([]), ",9.469953536987305,12.389408111572266
23,14295,bigcodebench,BigCodeBench/270,270,deepseek_base,173,same_text__bigcodebench__task_0270__gen_00__BigCodeBench_270.npz,True,improvement,21.830053329467773,84,48.554913294797686, =,".TestCase):\n    def test_task_func(self):\n        # Test case 1\n        sentence = ""apple banana apple orange orange orange""\n        expected_result = {'apple': 2, 'banana",9.099241256713867,12.738907814025879
24,14295,bigcodebench,BigCodeBench/557,557,deepseek_base,508,same_text__bigcodebench__task_0557__gen_00__BigCodeBench_557.npz,True,both_fail,21.440582275390625,297,58.46456692913386, as,scores\n\n#test_task_func.py\nimport unittest\nimport os\nimport numpy as np\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n,9.32028865814209,12.128381729125977
25,14295,bigcodebench,BigCodeBench/868,868,deepseek_base,367,same_text__bigcodebench__task_0868__gen_00__BigCodeBench_868.npz,True,both_fail,21.438371658325195,147,40.05449591280654,est,\nimport unittest\nfrom task_func import task_func\n\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func_n_colors_zero(self):\n        self,10.416122436523438,11.030343055725098
26,14295,bigcodebench,BigCodeBench/178,178,deepseek_base,365,same_text__bigcodebench__task_0178__gen_00__BigCodeBench_178.npz,True,improvement,21.35957908630371,155,42.465753424657535,un,func.py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_valid_ip_address(self):\n        ip_address =,9.95240592956543,11.415260314941406
27,14295,bigcodebench,BigCodeBench/1132,1132,deepseek_base,309,same_text__bigcodebench__task_1132__gen_00__BigCodeBench_1132.npz,True,both_fail,20.887413024902344,127,41.10032362459547,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test with default values\n        password,9.499845504760742,11.395663261413574
28,14295,bigcodebench,BigCodeBench/1096,1096,deepseek_base,508,same_text__bigcodebench__task_1096__gen_00__BigCodeBench_1096.npz,True,both_fail,20.738853454589844,283,55.70866141732284,est,import os\nimport csv\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def test_task_func(self):\n        # Test case 1: Valid,8.989118576049805,11.757857322692871
29,14295,bigcodebench,BigCodeBench/787,787,deepseek_base,411,same_text__bigcodebench__task_0787__gen_00__BigCodeBench_787.npz,True,improvement,20.683238983154297,200,48.661800486618006,un,ittest\nimport numpy as np\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_same_length(self):\n        array1 = np.array,9.413288116455078,11.278061866760254
30,14295,bigcodebench,BigCodeBench/954,954,deepseek_base,409,same_text__bigcodebench__task_0954__gen_00__BigCodeBench_954.npz,True,both_fail,20.557836532592773,204,49.877750611246945,est, task_12_01 import task_func\n\n\nclass TestTask1201(unittest.TestCase):\n    def test_task_func(self):\n        random.seed(42)\n,9.615442276000977,10.950492858886719
31,14295,bigcodebench,BigCodeBench/940,940,deepseek_base,228,same_text__bigcodebench__task_0940__gen_00__BigCodeBench_940.npz,True,improvement,20.2689151763916,129,56.578947368421055,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1: Basic case,9.486101150512695,10.790929794311523
32,14295,bigcodebench,BigCodeBench/709,709,deepseek_base,398,same_text__bigcodebench__task_0709__gen_00__BigCodeBench_709.npz,True,improvement,20.21157455444336,206,51.75879396984924,):,func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func(self):\n        # Test case 1\n        raw_string = 'SGVsbG8sICBX,8.371286392211914,11.848392486572266
33,14295,bigcodebench,BigCodeBench/245,245,deepseek_base,374,same_text__bigcodebench__task_0245__gen_00__BigCodeBench_245.npz,True,both_fail,20.18148422241211,161,43.04812834224599,est,\n\n#test_task.py\nimport unittest\nimport task\n\nclass TestTask(unittest.TestCase):\n\n    def test_task_func(self):\n        # Test with default parameters\n       ,9.063158988952637,11.126416206359863
34,14295,bigcodebench,BigCodeBench/176,176,deepseek_base,414,same_text__bigcodebench__task_0176__gen_00__BigCodeBench_176.npz,True,both_fail,20.112165451049805,252,60.869565217391305,est,py\nimport unittest\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_valid_ip_addresses(self):\n        ip_addresses =,9.744958877563477,10.375319480895996
35,14295,bigcodebench,BigCodeBench/754,754,deepseek_base,503,same_text__bigcodebench__task_0754__gen_00__BigCodeBench_754.npz,True,both_fail,20.064390182495117,321,63.81709741550696,est,"d\nfrom datetime import datetime\nfrom task_func import task_func\n\nclass TestTaskFunc(unittest.TestCase):\n    def test_task_func_valid_input(self):\n        result = [{""",9.8353853225708,10.23710823059082
36,14295,bigcodebench,BigCodeBench/736,736,deepseek_base,197,same_text__bigcodebench__task_0736__gen_00__BigCodeBench_736.npz,True,improvement,20.007957458496094,116,58.88324873096447, =,".TestCase):\n    def test_task_func(self):\n        # Test case 1\n        L = [[1, 2, 3], [4, 5, 6]]\n        expected_output = ",8.34315013885498,11.672908782958984
37,14295,bigcodebench,BigCodeBench/874,874,deepseek_base,227,same_text__bigcodebench__task_0874__gen_00__BigCodeBench_874.npz,True,improvement,19.89278793334961,124,54.62555066079295,self,"func\n\nclass TestTaskFunc(unittest.TestCase):\n\n    def test_empty_list(self):\n        self.assertEqual(task_func([]), [])\n\n    def test_single_point",9.453302383422852,10.447578430175781
